MII,condition,animal_ID,experiment_ID
-0.20370370370370378,aud_leading,19.0,84.0
0.21621621621621626,aud_leading,19.0,84.0
-0.3278688524590163,aud_leading,19.0,84.0
-0.2394366197183098,aud_leading,19.0,84.0
0.09374999999999986,aud_leading,19.0,84.0
0.11475409836065578,aud_leading,19.0,84.0
-0.23611111111111108,aud_leading,19.0,84.0
0.05454545454545439,aud_leading,19.0,84.0
0.26000000000000006,aud_leading,19.0,84.0
0.08196721311475405,aud_leading,19.0,84.0
-0.1956521739130434,aud_leading,19.0,84.0
1.0806451612903223,aud_leading,19.0,84.0
-0.10294117647058816,aud_leading,19.0,84.0
0.7999999999999998,aud_leading,19.0,84.0
-0.5454545454545455,aud_leading,19.0,84.0
-0.17647058823529413,aud_leading,19.0,84.0
0.5384615384615384,aud_leading,19.0,85.0
0.642857142857143,aud_leading,19.0,85.0
-0.2,aud_leading,19.0,85.0
0.06542056074766366,aud_leading,19.0,85.0
-0.016949152542372926,aud_leading,19.0,85.0
0.13265306122448975,aud_leading,19.0,85.0
0.9285714285714289,aud_leading,19.0,85.0
0.4117647058823528,aud_leading,19.0,85.0
0.4117647058823528,aud_leading,19.0,85.0
0.2105263157894737,aud_leading,19.0,85.0
0.4545454545454547,aud_leading,19.0,85.0
0.4666666666666668,aud_leading,19.0,85.0
-0.12345679012345682,aud_leading,19.0,85.0
0.055555555555555594,aud_leading,19.0,85.0
-0.22093023255813957,aud_leading,19.0,85.0
0.3571428571428574,aud_leading,19.0,85.0
0.22857142857142876,aud_leading,19.0,85.0
0.06521739130434763,aud_leading,19.0,85.0
0.3409090909090912,aud_leading,19.0,85.0
-0.2328767123287671,aud_leading,19.0,85.0
0.18000000000000002,aud_leading,19.0,85.0
0.375,aud_leading,19.0,86.0
-0.25531914893617025,aud_leading,19.0,86.0
0.0,aud_leading,19.0,86.0
2.333333333333334,aud_leading,19.0,86.0
0.23076923076923075,aud_leading,19.0,86.0
0.2592592592592592,aud_leading,19.0,86.0
0.5,aud_leading,19.0,86.0
0.17647058823529424,aud_leading,19.0,86.0
0.846153846153846,aud_leading,19.0,86.0
0.6666666666666667,aud_leading,19.0,86.0
3.600000000000001,aud_leading,19.0,86.0
0.0,aud_leading,19.0,86.0
1.428571428571429,aud_leading,19.0,86.0
0.6363636363636365,aud_leading,19.0,86.0
0.15384615384615363,aud_leading,19.0,86.0
0.08823529411764706,aud_leading,19.0,86.0
-0.3428571428571429,aud_leading,19.0,86.0
0.027027027027027105,aud_leading,19.0,86.0
0.20408163265306148,aud_leading,19.0,86.0
-0.017543859649123004,aud_leading,19.0,86.0
-0.033333333333333146,aud_leading,19.0,86.0
0.2424242424242426,aud_leading,19.0,86.0
0.7555555555555558,aud_leading,19.0,86.0
0.10447761194029842,aud_leading,19.0,86.0
0.3589743589743589,aud_leading,19.0,86.0
-0.04545454545454558,aud_leading,19.0,86.0
0.6333333333333329,aud_leading,19.0,86.0
1.0,aud_leading,20.0,87.0
-0.3157894736842105,aud_leading,20.0,87.0
-0.07692307692307697,aud_leading,20.0,87.0
0.42424242424242414,aud_leading,20.0,87.0
0.9999999999999997,aud_leading,20.0,87.0
0.39999999999999986,aud_leading,20.0,87.0
0.04000000000000012,aud_leading,20.0,87.0
0.0,aud_leading,20.0,87.0
0.24999999999999983,aud_leading,20.0,87.0
0.04000000000000012,aud_leading,20.0,87.0
-0.23999999999999994,aud_leading,20.0,87.0
0.13636363636363616,aud_leading,20.0,87.0
-0.09734513274336275,aud_leading,20.0,87.0
-0.28260869565217384,aud_leading,20.0,87.0
-0.11382113821138218,aud_leading,20.0,87.0
0.022727272727272596,aud_leading,20.0,87.0
-0.07920792079207926,aud_leading,20.0,87.0
0.07446808510638292,aud_leading,20.0,87.0
0.8999999999999999,aud_leading,20.0,87.0
-0.055555555555555476,aud_leading,20.0,87.0
0.6666666666666667,aud_leading,20.0,87.0
-0.5357142857142856,aud_leading,20.0,87.0
-0.29710144927536225,aud_leading,20.0,87.0
-0.15178571428571436,aud_leading,20.0,87.0
20.0,aud_leading,20.0,87.0
8.0,aud_leading,20.0,87.0
9.0,aud_leading,20.0,87.0
0.4999999999999998,aud_leading,20.0,89.0
0.18644067796610178,aud_leading,20.0,89.0
-0.04411764705882353,aud_leading,20.0,89.0
-0.07692307692307697,aud_leading,20.0,89.0
-0.26086956521739113,aud_leading,20.0,89.0
0.19999999999999993,aud_leading,20.0,89.0
-0.05000000000000003,aud_leading,20.0,89.0
0.9285714285714289,aud_leading,20.0,89.0
-0.40217391304347816,aud_leading,20.0,89.0
1.2357264969740875e-16,aud_leading,20.0,89.0
-0.10769230769230762,aud_leading,20.0,89.0
0.0833333333333334,aud_leading,20.0,89.0
0.13157894736842107,aud_leading,20.0,89.0
0.2608695652173913,aud_leading,20.0,89.0
-0.3076923076923077,aud_leading,20.0,89.0
-0.3333333333333333,aud_leading,20.0,89.0
0.14285714285714285,aud_leading,20.0,89.0
1.096153846153846,aud_leading,20.0,89.0
0.7118644067796609,aud_leading,20.0,89.0
0.704918032786885,aud_leading,20.0,89.0
0.3823529411764706,aud_leading,20.0,89.0
0.11392405063291117,aud_leading,20.0,89.0
0.40625000000000033,aud_leading,20.0,89.0
-0.36363636363636376,aud_leading,20.0,89.0
1.4,aud_leading,20.0,89.0
0.42857142857142877,aud_leading,20.0,89.0
-0.23529411764705874,aud_leading,20.0,89.0
2.8421709430404013e-16,aud_leading,20.0,89.0
0.0,aud_leading,20.0,89.0
0.339622641509434,aud_leading,20.0,89.0
0.06382978723404256,aud_leading,20.0,89.0
-0.3018867924528302,aud_leading,20.0,89.0
0.7333333333333332,aud_leading,20.0,90.0
-0.0754716981132076,aud_leading,20.0,90.0
0.6129032258064518,aud_leading,20.0,90.0
3.199999999999999,aud_leading,20.0,90.0
1.7777777777777777,aud_leading,20.0,90.0
-0.07692307692307697,aud_leading,20.0,90.0
-0.38461538461538464,aud_leading,20.0,90.0
