neuron_ID,delay,MII_value,animal_ID,experiment_ID
28,2,-0.055555555555555476,20.0,87.0
28,3,0.6666666666666667,20.0,87.0
28,4,0.5555555555555555,20.0,87.0
28,5,1.0,20.0,87.0
28,6,2.5999999999999996,20.0,87.0
28,7,2.0000000000000004,20.0,87.0
28,8,0.0,20.0,87.0
29,1,-0.5357142857142856,20.0,87.0
29,2,-0.29710144927536225,20.0,87.0
29,3,-0.15178571428571436,20.0,87.0
29,4,0.07058823529411744,20.0,87.0
29,5,-0.5238095238095238,20.0,87.0
29,6,-0.3983050847457627,20.0,87.0
29,7,-0.05479452054794525,20.0,87.0
29,8,0.0,20.0,87.0
30,1,20.0,20.0,87.0
30,2,8.0,20.0,87.0
30,3,9.0,20.0,87.0
30,4,1.9999999999999998,20.0,87.0
30,7,1.0,20.0,87.0
30,8,0.0,20.0,87.0
31,1,0.4999999999999998,20.0,89.0
31,2,0.18644067796610178,20.0,89.0
31,3,-0.04411764705882353,20.0,89.0
31,4,0.027027027027027105,20.0,89.0
31,5,0.25000000000000006,20.0,89.0
31,6,-0.15217391304347816,20.0,89.0
31,7,1.1428571428571432,20.0,89.0
31,8,0.0,20.0,89.0
32,1,-0.07692307692307697,20.0,89.0
32,2,-0.26086956521739113,20.0,89.0
32,4,0.11764705882352935,20.0,89.0
32,5,2.166666666666666,20.0,89.0
32,6,7.0,20.0,89.0
32,8,0.0,20.0,89.0
33,1,0.19999999999999993,20.0,89.0
33,2,-0.05000000000000003,20.0,89.0
33,3,0.9285714285714289,20.0,89.0
33,4,-0.4000000000000001,20.0,89.0
33,5,-0.10714285714285715,20.0,89.0
33,6,-0.16129032258064518,20.0,89.0
33,7,-0.07407407407407428,20.0,89.0
33,8,0.0,20.0,89.0
34,1,-0.40217391304347816,20.0,89.0
34,2,1.2357264969740875e-16,20.0,89.0
34,3,-0.10769230769230762,20.0,89.0
34,4,-0.031746031746031966,20.0,89.0
34,5,-0.02898550724637677,20.0,89.0
34,6,0.22033898305084734,20.0,89.0
34,7,0.6956521739130433,20.0,89.0
34,8,0.0,20.0,89.0
35,1,0.0833333333333334,20.0,89.0
35,2,0.13157894736842107,20.0,89.0
35,3,0.2608695652173913,20.0,89.0
35,4,0.8076923076923075,20.0,89.0
35,5,1.0,20.0,89.0
35,6,0.3600000000000002,20.0,89.0
35,7,-0.09375,20.0,89.0
35,8,0.0,20.0,89.0
36,1,-0.3076923076923077,20.0,89.0
36,2,-0.3333333333333333,20.0,89.0
36,3,0.14285714285714285,20.0,89.0
36,4,-0.26666666666666683,20.0,89.0
36,5,-0.23529411764705874,20.0,89.0
36,6,-0.08823529411764705,20.0,89.0
36,7,0.22222222222222215,20.0,89.0
36,8,0.0,20.0,89.0
37,1,1.096153846153846,20.0,89.0
37,2,0.7118644067796609,20.0,89.0
37,3,0.704918032786885,20.0,89.0
37,4,0.29113924050632894,20.0,89.0
37,5,0.2121212121212122,20.0,89.0
37,6,0.4615384615384615,20.0,89.0
37,7,0.1875,20.0,89.0
37,8,0.0,20.0,89.0
38,1,0.3823529411764706,20.0,89.0
38,2,0.11392405063291117,20.0,89.0
38,3,0.40625000000000033,20.0,89.0
38,4,0.3888888888888888,20.0,89.0
38,5,-0.07042253521126769,20.0,89.0
38,6,-0.41666666666666646,20.0,89.0
38,7,-0.2676056338028168,20.0,89.0
38,8,0.0,20.0,89.0
39,1,-0.36363636363636376,20.0,89.0
39,2,1.4,20.0,89.0
39,3,0.42857142857142877,20.0,89.0
39,4,-0.5833333333333333,20.0,89.0
39,5,0.0,20.0,89.0
39,6,-0.375,20.0,89.0
39,7,-0.3333333333333335,20.0,89.0
39,8,0.0,20.0,89.0
40,1,-0.23529411764705874,20.0,89.0
40,2,2.8421709430404013e-16,20.0,89.0
40,3,0.0,20.0,89.0
40,4,-0.1875,20.0,89.0
40,5,-0.41176470588235287,20.0,89.0
40,6,0.0,20.0,89.0
40,7,0.26666666666666655,20.0,89.0
40,8,0.0,20.0,89.0
41,1,0.339622641509434,20.0,89.0
41,2,0.06382978723404256,20.0,89.0
41,3,-0.3018867924528302,20.0,89.0
41,4,0.018518518518518254,20.0,89.0
41,5,0.12500000000000017,20.0,89.0
41,6,0.10204081632653092,20.0,89.0
41,7,0.5000000000000002,20.0,89.0
41,8,0.0,20.0,89.0
42,1,0.7333333333333332,20.0,90.0
42,2,-0.0754716981132076,20.0,90.0
42,3,0.6129032258064518,20.0,90.0
42,4,0.9259259259259257,20.0,90.0
42,5,-0.058823529411764705,20.0,90.0
42,6,0.13333333333333333,20.0,90.0
42,7,0.08000000000000024,20.0,90.0
42,8,0.0,20.0,90.0
43,1,3.199999999999999,20.0,90.0
43,2,1.7777777777777777,20.0,90.0
43,4,0.5454545454545454,20.0,90.0
43,5,2.0000000000000004,20.0,90.0
43,7,1.6249999999999998,20.0,90.0
43,8,0.0,20.0,90.0
44,1,-0.07692307692307697,20.0,90.0
44,2,-0.38461538461538464,20.0,90.0
44,3,-0.1538461538461541,20.0,90.0
44,4,-0.3333333333333333,20.0,90.0
44,5,-0.5333333333333333,20.0,90.0
44,6,-0.8125,20.0,90.0
44,7,-0.1666666666666666,20.0,90.0
44,8,0.0,20.0,90.0
45,1,2.416666666666667,20.0,90.0
45,2,0.4999999999999999,20.0,90.0
45,3,0.6129032258064514,20.0,90.0
45,4,-0.09259259259259284,20.0,90.0
45,5,0.4583333333333332,20.0,90.0
45,6,1.4090909090909092,20.0,90.0
45,7,-0.3749999999999999,20.0,90.0
45,8,0.0,20.0,90.0
46,1,0.17333333333333326,21.0,91.0
46,2,0.6000000000000002,21.0,91.0
46,3,0.8000000000000002,21.0,91.0
46,4,0.8400000000000002,21.0,91.0
46,5,0.7600000000000003,21.0,91.0
46,6,0.7200000000000002,21.0,91.0
46,7,0.21739130434782594,21.0,91.0
46,8,0.0,21.0,91.0
47,1,-0.25000000000000006,21.0,91.0
47,2,-0.011494252873563152,21.0,91.0
47,3,-0.06521739130434764,21.0,91.0
47,4,0.13095238095238082,21.0,91.0
47,5,0.5797101449275364,21.0,91.0
47,6,0.0,21.0,91.0
47,7,0.12087912087912116,21.0,91.0
47,8,0.0,21.0,91.0
48,1,-0.24242424242424246,21.0,91.0
48,2,-0.09090909090909079,21.0,91.0
48,3,0.10909090909090909,21.0,91.0
48,4,-0.42622950819672123,21.0,91.0
48,5,-0.21818181818181817,21.0,91.0
48,6,0.18518518518518517,21.0,91.0
48,7,0.9999999999999998,21.0,91.0
48,8,0.0,21.0,91.0
49,1,0.6363636363636366,21.0,91.0
49,2,0.04166666666666661,21.0,91.0
49,3,-0.34375000000000006,21.0,91.0
49,4,0.0,21.0,91.0
49,5,0.5416666666666666,21.0,91.0
49,6,0.1666666666666666,21.0,91.0
49,7,0.6,21.0,91.0
49,8,0.0,21.0,91.0
50,1,0.19999999999999993,21.0,91.0
50,2,0.4117647058823528,21.0,91.0
50,3,0.16666666666666666,21.0,91.0
50,4,0.4615384615384615,21.0,91.0
50,5,-0.33333333333333337,21.0,91.0
50,6,0.16666666666666644,21.0,91.0
50,7,0.4705882352941174,21.0,91.0
50,8,0.0,21.0,91.0
51,1,-0.1176470588235296,21.0,92.0
51,2,-0.3749999999999999,21.0,92.0
51,3,-0.2098765432098765,21.0,92.0
51,4,-0.22499999999999998,21.0,92.0
51,5,-0.17500000000000007,21.0,92.0
51,6,-0.15789473684210525,21.0,92.0
51,7,0.03225806451612898,21.0,92.0
51,8,0.0,21.0,92.0
52,1,0.0188679245283021,21.0,92.0
52,2,0.10204081632653092,21.0,92.0
52,3,0.017241379310345025,21.0,92.0
52,4,-0.22535211267605626,21.0,92.0
52,5,-0.1323529411764707,21.0,92.0
52,6,-0.19999999999999998,21.0,92.0
52,7,0.15384615384615385,21.0,92.0
52,8,0.0,21.0,92.0
53,1,0.0,21.0,92.0
53,2,-0.0857142857142856,21.0,92.0
53,3,-0.4791666666666667,21.0,92.0
53,4,0.7272727272727271,21.0,92.0
53,5,-0.33333333333333337,21.0,92.0
53,6,0.5833333333333334,21.0,92.0
53,7,0.5185185185185185,21.0,92.0
53,8,0.0,21.0,92.0
54,1,-0.14814814814814797,21.0,92.0
54,2,0.382222222222222,21.0,92.0
54,3,0.29411764705882326,21.0,92.0
54,4,0.4025974025974026,21.0,92.0
54,5,0.04961832061068693,21.0,92.0
54,6,0.06498194945848389,21.0,92.0
54,7,0.26229508196721285,21.0,92.0
54,8,0.0,21.0,92.0
55,1,0.08823529411764706,21.0,92.0
55,2,0.20588235294117668,21.0,92.0
55,3,0.2461538461538462,21.0,92.0
55,4,1.0526315789473681,21.0,92.0
55,5,0.19047619047619047,21.0,92.0
55,6,0.1791044776119407,21.0,92.0
55,7,0.4843749999999998,21.0,92.0
55,8,0.0,21.0,92.0
56,1,-0.11999999999999984,21.0,93.0
56,2,0.3693693693693692,21.0,93.0
56,3,0.9339622641509433,21.0,93.0
56,4,0.44262295081967196,21.0,93.0
56,5,0.577981651376147,21.0,93.0
56,6,0.6460176991150444,21.0,93.0
56,7,0.2136752136752138,21.0,93.0
56,8,0.0,21.0,93.0
57,1,0.3333333333333336,21.0,93.0
57,2,-0.05263157894736846,21.0,93.0
57,3,1.0,21.0,93.0
57,4,-0.22222222222222227,21.0,93.0
57,5,0.0,21.0,93.0
57,6,0.2941176470588233,21.0,93.0
57,7,0.28571428571428575,21.0,93.0
57,8,0.0,21.0,93.0
58,1,-0.11538461538461554,21.0,94.0
58,2,-0.43181818181818193,21.0,94.0
58,3,-0.2745098039215686,21.0,94.0
58,4,0.11111111111111084,21.0,94.0
58,5,0.32608695652173936,21.0,94.0
58,6,-0.11111111111111105,21.0,94.0
58,7,0.3478260869565218,21.0,94.0
58,8,0.0,21.0,94.0
59,1,4.333333333333334,21.0,94.0
59,2,0.27272727272727276,21.0,94.0
59,3,2.2,21.0,94.0
59,4,0.055555555555555594,21.0,94.0
59,5,0.4285714285714284,21.0,94.0
59,6,0.3999999999999999,21.0,94.0
59,7,1.3636363636363635,21.0,94.0
59,8,0.0,21.0,94.0
60,1,-0.06666666666666685,21.0,94.0
60,2,-0.31249999999999994,21.0,94.0
60,3,0.3076923076923077,21.0,94.0
60,4,-0.10447761194029845,21.0,94.0
60,5,0.22222222222222204,21.0,94.0
60,6,0.05882352941176487,21.0,94.0
60,7,0.39999999999999997,21.0,94.0
60,8,0.0,21.0,94.0
61,1,-0.18918918918918906,21.0,94.0
61,2,-0.0900900900900899,21.0,94.0
61,3,-0.14062499999999978,21.0,94.0
61,4,-0.08403361344537838,21.0,94.0
61,5,0.10377358490566027,21.0,94.0
61,6,0.09803921568627445,21.0,94.0
61,7,0.42682926829268253,21.0,94.0
61,8,0.0,21.0,94.0
62,1,-0.2857142857142857,21.0,94.0
62,2,0.058823529411764615,21.0,94.0
62,3,0.5000000000000002,21.0,94.0
62,4,0.31249999999999994,21.0,94.0
62,5,-0.14285714285714282,21.0,94.0
62,6,0.9230769230769229,21.0,94.0
62,7,-0.13043478260869565,21.0,94.0
62,8,0.0,21.0,94.0
63,1,0.414414414414414,21.0,94.0
63,2,0.1769911504424781,21.0,94.0
63,3,-0.14285714285714282,21.0,94.0
63,4,0.020202020202020086,21.0,94.0
63,5,-0.1574074074074076,21.0,94.0
63,6,-0.12389380530973455,21.0,94.0
63,7,-0.275229357798165,21.0,94.0
63,8,0.0,21.0,94.0
64,1,0.625,22.0,96.0
64,2,0.28571428571428575,22.0,96.0
64,3,0.0,22.0,96.0
64,4,1.1428571428571432,22.0,96.0
64,5,1.0,22.0,96.0
64,6,0.44444444444444453,22.0,96.0
64,7,0.5555555555555555,22.0,96.0
64,8,0.0,22.0,96.0
65,1,0.02941176470588231,22.0,96.0
65,2,0.03296703296703335,22.0,96.0
65,3,0.2753623188405796,22.0,96.0
65,4,0.1515151515151517,22.0,96.0
65,5,0.5000000000000001,22.0,96.0
65,6,-0.04,22.0,96.0
65,7,0.04285714285714285,22.0,96.0
65,8,0.0,22.0,96.0
66,1,-0.32692307692307704,22.0,98.0
66,2,-0.23529411764705882,22.0,98.0
66,3,0.20588235294117654,22.0,98.0
66,4,-0.021739130434782483,22.0,98.0
66,5,-0.12244897959183658,22.0,98.0
66,6,0.07142857142857165,22.0,98.0
66,7,-0.3018867924528302,22.0,98.0
66,8,0.0,22.0,98.0
67,1,0.7333333333333332,22.0,98.0
67,2,1.6666666666666667,22.0,98.0
67,3,2.4,22.0,98.0
67,4,0.24999999999999983,22.0,98.0
67,5,0.1904761904761904,22.0,98.0
67,6,0.12000000000000001,22.0,98.0
67,7,-0.2592592592592593,22.0,98.0
67,8,0.0,22.0,98.0
68,1,0.31249999999999967,22.0,98.0
68,2,0.469387755102041,22.0,98.0
68,3,0.18548387096774183,22.0,98.0
68,4,0.2982456140350875,22.0,98.0
68,5,0.7073170731707313,22.0,98.0
68,6,0.2903225806451613,22.0,98.0
68,7,0.1428571428571431,22.0,98.0
68,8,0.0,22.0,98.0
69,1,-0.2592592592592592,22.0,98.0
69,2,0.0,22.0,98.0
69,3,0.24390243902439024,22.0,98.0
69,4,0.28169014084507016,22.0,98.0
69,5,2.476190476190476,22.0,98.0
69,6,0.818181818181818,22.0,98.0
69,7,0.9696969696969696,22.0,98.0
69,8,0.0,22.0,98.0
70,1,-0.16374269005847944,22.0,98.0
70,2,-0.10557184750733146,22.0,98.0
70,3,-0.15041782729805023,22.0,98.0
70,4,0.13931888544891619,22.0,98.0
70,5,0.10443037974683521,22.0,98.0
70,6,0.0031055900621117308,22.0,98.0
70,7,-0.08860759493670899,22.0,98.0
70,8,0.0,22.0,98.0
71,1,0.05389221556886228,22.0,98.0
71,2,0.1858974358974361,22.0,98.0
71,3,0.2236024844720497,22.0,98.0
71,4,0.304635761589404,22.0,98.0
71,5,-0.21428571428571422,22.0,98.0
71,6,0.1708860759493671,22.0,98.0
71,7,-0.18666666666666654,22.0,98.0
71,8,0.0,22.0,98.0
72,1,-0.1500000000000001,22.0,99.0
72,2,1.2499999999999998,22.0,99.0
72,3,0.1875,22.0,99.0
72,4,0.33333333333333337,22.0,99.0
72,5,-0.12500000000000017,22.0,99.0
72,6,1.2857142857142863,22.0,99.0
72,7,-0.02702702702702699,22.0,99.0
72,8,0.0,22.0,99.0
73,1,1.5555555555555551,22.0,99.0
73,2,0.04999999999999971,22.0,99.0
73,3,-0.2941176470588236,22.0,99.0
73,4,-0.29166666666666663,22.0,99.0
73,5,-0.0952380952380952,22.0,99.0
73,6,0.3,22.0,99.0
73,7,0.04545454545454579,22.0,99.0
73,8,0.0,22.0,99.0
74,1,0.13265306122448975,22.0,99.0
74,2,-0.08730158730158735,22.0,99.0
74,3,-0.110236220472441,22.0,99.0
74,4,2.9917588874109486e-16,22.0,99.0
74,5,-0.24761904761904738,22.0,99.0
74,6,-0.32089552238805946,22.0,99.0
74,7,-0.14678899082568803,22.0,99.0
74,8,0.0,22.0,99.0
75,1,0.4347826086956521,22.0,99.0
75,2,-0.028571428571428647,22.0,99.0
75,3,0.06666666666666686,22.0,99.0
75,4,-0.20512820512820518,22.0,99.0
75,5,0.24999999999999983,22.0,99.0
75,6,-0.18421052631578955,22.0,99.0
75,7,1.5333333333333339,22.0,99.0
75,8,0.0,22.0,99.0
76,1,-0.34883720930232565,22.0,99.0
76,2,-0.08955223880596978,22.0,99.0
76,3,0.30508474576271155,22.0,99.0
76,4,-0.10606060606060586,22.0,99.0
76,5,0.03921568627450975,22.0,99.0
76,6,-0.0227272727272726,22.0,99.0
76,7,0.2413793103448277,22.0,99.0
76,8,0.0,22.0,99.0
77,1,-0.2500000000000001,22.0,99.0
77,3,0.6923076923076924,22.0,99.0
77,4,0.0,22.0,99.0
77,5,0.625,22.0,99.0
77,6,0.44444444444444453,22.0,99.0
77,7,-0.15384615384615394,22.0,99.0
77,8,0.0,22.0,99.0
78,1,0.846153846153846,22.0,99.0
78,2,-0.19047619047619024,22.0,99.0
78,3,-0.3703703703703704,22.0,99.0
78,4,0.16666666666666666,22.0,99.0
78,5,-0.19230769230769235,22.0,99.0
78,6,0.11538461538461538,22.0,99.0
78,7,0.8181818181818181,22.0,99.0
78,8,0.0,22.0,99.0
79,1,-0.25,22.0,99.0
79,2,-0.5333333333333334,22.0,99.0
79,3,0.5555555555555555,22.0,99.0
79,4,0.15384615384615363,22.0,99.0
79,5,-0.6428571428571428,22.0,99.0
79,7,-0.5555555555555555,22.0,99.0
79,8,0.0,22.0,99.0
80,1,-0.6,22.0,99.0
80,2,-0.2,22.0,99.0
80,3,-0.1666666666666666,22.0,99.0
80,4,0.18181818181818196,22.0,99.0
80,5,0.7692307692307693,22.0,99.0
80,6,0.09523809523809533,22.0,99.0
80,7,0.7142857142857144,22.0,99.0
80,8,0.0,22.0,99.0
81,1,-0.07042253521126769,22.0,99.0
81,2,0.16049382716049396,22.0,99.0
81,3,0.46874999999999983,22.0,99.0
81,4,0.41666666666666646,22.0,99.0
81,5,-0.043478260869565216,22.0,99.0
81,6,0.20547945205479454,22.0,99.0
81,7,0.21428571428571405,22.0,99.0
81,8,0.0,22.0,99.0
82,1,0.689655172413793,22.0,99.0
82,2,-0.12244897959183658,22.0,99.0
82,3,0.12820512820512792,22.0,99.0
82,4,-0.12244897959183658,22.0,99.0
82,5,0.01923076923076912,22.0,99.0
82,6,0.38709677419354854,22.0,99.0
82,7,0.37931034482758647,22.0,99.0
82,8,0.0,22.0,99.0
83,1,1.0,23.0,101.0
83,2,-0.5833333333333333,23.0,101.0
83,4,0.10344827586206912,23.0,101.0
83,5,1.9375,23.0,101.0
83,6,3.0,23.0,101.0
83,7,0.7499999999999997,23.0,101.0
83,8,0.0,23.0,101.0
84,1,3.4999999999999996,23.0,101.0
84,2,2.8000000000000003,23.0,101.0
84,3,2.0000000000000004,23.0,101.0
84,4,1.7999999999999996,23.0,101.0
84,5,4.000000000000001,23.0,101.0
84,6,0.0,23.0,101.0
84,7,3.3333333333333335,23.0,101.0
84,8,0.0,23.0,101.0
85,1,0.4545454545454544,23.0,102.0
85,2,0.0,23.0,102.0
85,5,4.0,23.0,102.0
85,6,0.09999999999999985,23.0,102.0
85,7,-0.24999999999999983,23.0,102.0
85,8,0.0,23.0,102.0
86,1,0.04444444444444418,23.0,102.0
86,2,0.02272727272727279,23.0,102.0
86,3,0.1739130434782612,23.0,102.0
86,4,1.1363636363636367,23.0,102.0
86,5,0.08000000000000024,23.0,102.0
86,6,-0.24193548387096775,23.0,102.0
86,7,0.32432432432432423,23.0,102.0
86,8,0.0,23.0,102.0
87,1,-0.09803921568627445,23.0,102.0
87,2,-0.16216216216216217,23.0,102.0
87,3,-0.4239130434782608,23.0,102.0
87,4,-0.11842105263157916,23.0,102.0
87,5,-0.29591836734693877,23.0,102.0
87,6,0.22499999999999978,23.0,102.0
87,7,0.34042553191489344,23.0,102.0
87,8,0.0,23.0,102.0
88,1,-0.12244897959183658,23.0,102.0
